Annotation Cluster 1	Enrichment Score: 1.740645261718844
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	7	0.7650273224043715	0.4891536595368419	Q3UR85, Q14590, Q6NYU2, O35261, P10076, Q9GPH3, E1C2V1	152	50	1357	1.2498684210526314	1.0	0.9993029175118681	99.9875272428356
UP_KEYWORDS	Transcription regulation	17	1.8579234972677594	0.7388983998518501	Q96EB6, P0C8Z3, Q14590, O35261, E1C2V1, Q9GPH3, Q96FV9, Q3TKT4, Q8NI08, Q3UR85, Q8WYB5, P27641, P91943, B4NKI9, Q15906, Q6DC04, O70230	172	170	1616	0.9395348837209302	1.0	0.9838969951573383	99.99999548204904
UP_KEYWORDS	Transcription	17	1.8579234972677594	0.8037021482911489	Q96EB6, P0C8Z3, Q14590, O35261, E1C2V1, Q9GPH3, Q96FV9, Q3TKT4, Q8NI08, Q3UR85, Q8WYB5, P27641, P91943, B4NKI9, Q15906, Q6DC04, O70230	172	178	1616	0.8973085968121244	1.0	0.9892445207904474	99.99999987567895
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	14	1.530054644808743	0.8201733862377012	P0C8Z3, Q14590, O35261, E1C2V1, Q3TKT4, Q3UR85, Q8WYB5, Q6NYU2, P27641, P10076, P91943, B4NKI9, Q6DC04, O70230	158	142	1414	0.882331966482439	1.0	0.9999999999999357	99.99999999980301
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	15	1.639344262295082	0.8915167321346374	Q96EB6, Q8NI08, P0C8Z3, Q3UR85, Q14590, Q8WYB5, P27641, O35261, B4NKI9, E1C2V1, Q9GPH3, Q15906, Q6DC04, Q3TKT4, O70230	158	163	1414	0.8235613885221714	1.0	0.9999999999999999	99.99999999999993
GOTERM_MF_DIRECT	GO:0003677~DNA binding	12	1.3114754098360655	0.9416486277560275	Q3UR85, Q80Z37, Q14590, Q8WYB5, Q6NYU2, P27641, O35261, P10076, Q6N021, Q15906, Q96FV9, O70230	152	143	1357	0.7491718807508281	1.0	0.9999999987470323	100.0
UP_KEYWORDS	DNA-binding	11	1.2021857923497268	0.9429914777424191	Q3UR85, Q14590, P27641, O35261, P10076, P91943, Q6N021, Q15906, Q9GPH3, Q96FV9, O70230	172	140	1616	0.7382059800664452	1.0	0.9993143637504014	99.99999999999997

Annotation Cluster 15	Enrichment Score: 0.43833123557501114
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR000504:RNA recognition motif domain	7	0.7650273224043715	0.2083634731147549	Q80VC6, Q8IZ69, Q96EV2, E1BZ85, Q06AA4, Q3T106, P55884	166	38	1556	1.7266962587190868	1.0	0.8963186841628441	96.10141388741718
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	15	1.639344262295082	0.27099567949930914	Q80VC6, Q8IZ69, Q86WJ1, Q3T106, Q3TKT4, P55884, Q96EV2, Q23551, Q9QXL2, Q4QY64, P27641, Q6NYU2, E1BZ85, Q8BKX6, Q06AA4	152	105	1357	1.275375939849624	1.0	0.9935299689220318	98.54495547704526
INTERPRO	IPR012677:Nucleotide-binding, alpha-beta plait	7	0.7650273224043715	0.3013540520045587	Q80VC6, Q8IZ69, Q96EV2, E1BZ85, Q06AA4, Q3T106, P55884	166	43	1556	1.5259176239843093	1.0	0.95143282175766	99.31242477351731
UP_SEQ_FEATURE	domain:RRM	4	0.4371584699453552	0.34352014562911853	Q8IZ69, Q96EV2, Q3T106, P55884	151	20	1448	1.917880794701987	1.0	0.9999223587182007	99.84137145789099
UP_KEYWORDS	RNA-binding	12	1.3114754098360655	0.4523727244945308	Q6ZWX6, Q80VC6, Q8IZ69, Q96EV2, Q86Y13, E1BZ85, Q7L014, Q96FV9, Q06AA4, Q3T106, P55884, Q7SXM7	172	97	1616	1.16231119635579	1.0	0.9204628748662548	99.94914653400204
GOTERM_MF_DIRECT	GO:0003723~RNA binding	9	0.9836065573770493	0.5607127600996711	Q6ZWX6, Q80VC6, Q80TP3, Q86Y13, E1BZ85, Q96FV9, Q06AA4, P55884, Q7SXM7	152	72	1357	1.115953947368421	1.0	0.9997535318855706	99.9983449980919
SMART	SM00360:RRM	6	0.6557377049180327	0.576277015884892	Q80VC6, Q96EV2, E1BZ85, Q06AA4, Q3T106, P55884	114	37	836	1.189189189189189	1.0	0.9963168490931705	99.99505970891452

Annotation Cluster 16	Enrichment Score: 0.4235144599142662
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	NAD	5	0.546448087431694	0.15337791672114734	Q96EB6, A8DZE7, Q83F39, P12276, P50365	172	20	1616	2.3488372093023253	0.9999999999999988	0.8047147980650831	87.71773767019373
INTERPRO	IPR016040:NAD(P)-binding domain	4	0.4371584699453552	0.5045179475553495	A8DZE7, Q83F39, P12276, Q5R9W5	166	25	1556	1.4997590361445785	1.0	0.9952156789588925	99.99417775775197
UP_KEYWORDS	Oxidoreductase	6	0.6557377049180327	0.6931339405172862	A8DZE7, Q83F39, P12276, Q5R9W5, Q6N021, P50365	172	54	1616	1.0439276485788114	1.0	0.9789910572549355	99.99996546025123

Annotation Cluster 17	Enrichment Score: 0.42129536741137347
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Zinc	29	3.169398907103825	0.26035565423385015	Q83F39, Q14590, Q86Y13, D2GXS7, P63329, A4IF63, Q80TP3, Q8WYB5, Q6NYU2, Q9U489, P10076, Q9R1R2, Q6VNB8, O70230, Q96EB6, O75382, O88427, P0C8Z3, Q80Z37, Q4R550, Q9VXF1, E1C2V1, Q5F408, Q3T106, O70277, P58283, A9CPT4, Q6N021, A9JTP3	172	234	1616	1.1643808387994434	1.0	0.839145536359221	97.75924393514866
UP_KEYWORDS	Metal-binding	42	4.590163934426229	0.31614871678095263	Q9UPN3, Q83F39, Q14590, P62714, Q86Y13, D2GXS7, Q8Z3G5, Q93075, P63329, Q5ZM73, A4IF63, Q80TP3, Q8WYB5, Q6NYU2, Q9U489, P10076, Q6VNB8, Q9R1R2, Q96Q15, O70230, Q86SG6, Q96EB6, O75382, O88427, Q6DDU8, P0C8Z3, Q80Z37, O95749, Q4R550, Q9VXF1, Q8BGQ6, Q5F408, E1C2V1, Q3T106, O70277, P58283, P56966, Q23551, Q8BKX6, A9CPT4, Q6N021, A9JTP3	172	360	1616	1.0961240310077518	1.0	0.851822246659727	99.16553911645609
UP_KEYWORDS	Zinc-finger	21	2.2950819672131146	0.4110121903335951	O75382, P0C8Z3, Q80Z37, Q14590, Q86Y13, D2GXS7, E1C2V1, Q3T106, O70277, P58283, A4IF63, Q80TP3, Q8WYB5, Q6NYU2, Q9U489, P10076, A9CPT4, A9JTP3, Q9R1R2, Q6VNB8, O70230	172	177	1616	1.114702404414663	1.0	0.9065722118890928	99.87277343684148
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	27	2.9508196721311477	0.610246630593499	Q14590, P62714, Q8Z3G5, P63329, Q93075, Q80TP3, Q6NYU2, Q9U489, P10076, Q96Q15, Q9R1R2, Q6VNB8, O70230, Q86SG6, Q96EB6, O88427, Q80Z37, Q4R550, O95749, Q8BGQ6, Q9VXF1, Q5F408, P58283, P56966, Q23551, A9CPT4, Q8BKX6	152	241	1357	1.000191089757589	1.0	0.99986655827098	99.99966625122048

Annotation Cluster 18	Enrichment Score: 0.4157315738680153
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR011992:EF-hand-like domain	6	0.6557377049180327	0.20583138536476758	Q8IV35, Q9UPN3, Q2IA00, Q9R095, Q8BGQ6, Q5ZM73	166	30	1556	1.8746987951807228	1.0	0.899014300164653	95.92464107826355
UP_SEQ_FEATURE	domain:EF-hand 2	3	0.32786885245901637	0.4707897544510433	Q9UPN3, Q8BGQ6, Q5ZM73	151	15	1448	1.917880794701987	1.0	0.9999933729582461	99.9941545834056
UP_SEQ_FEATURE	domain:EF-hand 1	3	0.32786885245901637	0.4707897544510433	Q9UPN3, Q8BGQ6, Q5ZM73	151	15	1448	1.917880794701987	1.0	0.9999933729582461	99.9941545834056
INTERPRO	IPR002048:EF-hand domain	4	0.4371584699453552	0.4763301827270796	Q8IV35, Q9UPN3, Q8BGQ6, Q5ZM73	166	24	1556	1.5622489959839359	1.0	0.9933947914352613	99.9874463264545

Annotation Cluster 19	Enrichment Score: 0.36691009123313
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:LRR 1	6	0.6557377049180327	0.15622089280866802	Q7KRY7, Q2IA00, Q9R095, Q80TE7, Q6VNB8, Q8BH70	151	28	1448	2.054872280037843	1.0	0.9970095201908808	92.58610421390132
UP_SEQ_FEATURE	repeat:LRR 2	6	0.6557377049180327	0.15622089280866802	Q7KRY7, Q2IA00, Q9R095, Q80TE7, Q6VNB8, Q8BH70	151	28	1448	2.054872280037843	1.0	0.9970095201908808	92.58610421390132
UP_SEQ_FEATURE	repeat:LRR 8	3	0.32786885245901637	0.35770997542161886	Q7KRY7, Q80TE7, Q8BH70	151	12	1448	2.3973509933774837	1.0	0.9999186438907486	99.88649379741337
UP_SEQ_FEATURE	repeat:LRR 7	3	0.32786885245901637	0.4707897544510433	Q7KRY7, Q80TE7, Q8BH70	151	15	1448	1.917880794701987	1.0	0.9999933729582461	99.9941545834056
UP_KEYWORDS	Leucine-rich repeat	4	0.4371584699453552	0.6071566259067177	Q7KRY7, Q9UPN3, Q80TE7, Q8BH70	172	29	1616	1.2959101844426624	1.0	0.9616992893533305	99.99922491271607
UP_SEQ_FEATURE	repeat:LRR 6	3	0.32786885245901637	0.6302180731078515	Q7KRY7, Q80TE7, Q8BH70	151	20	1448	1.4384105960264901	1.0	0.9999999594384863	99.9999758883686
UP_SEQ_FEATURE	repeat:LRR 5	3	0.32786885245901637	0.6572690348618485	Q7KRY7, Q80TE7, Q8BH70	151	21	1448	1.3699148533585621	1.0	0.9999999836716552	99.9999924684708
UP_SEQ_FEATURE	repeat:LRR 4	3	0.32786885245901637	0.682726700656883	Q7KRY7, Q80TE7, Q8BH70	151	22	1448	1.3076459963877183	1.0	0.9999999933075187	99.99999769080665
UP_SEQ_FEATURE	repeat:LRR 3	3	0.32786885245901637	0.7066286485462248	Q7KRY7, Q80TE7, Q8BH70	151	23	1448	1.2507918226317305	1.0	0.9999999972069665	99.99999930427096

Annotation Cluster 20	Enrichment Score: 0.3372098357807386
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Cell junction	8	0.8743169398907104	0.22267105036619325	Q7KRY7, Q15262, Q9BTW9, P20241, Q80TE7, Q00174, Q9NRA2, D3YXG0	172	47	1616	1.599208312716477	1.0	0.8329228128951974	95.81003615432827
GOTERM_CC_DIRECT	GO:0030054~cell junction	4	0.4371584699453552	0.6297334201778122	Q80TE7, Q00174, Q9NRA2, D3YXG0	157	30	1477	1.2543524416135883	1.0	0.9997728332372811	99.99970084937628
UP_KEYWORDS	Synapse	3	0.32786885245901637	0.6943045204210974	Q80TE7, Q00174, Q9NRA2	172	22	1616	1.2811839323467231	1.0	0.9779568313931764	99.99996708346339

Annotation Cluster 21	Enrichment Score: 0.31508373483486657
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	5	0.546448087431694	0.2428402378553044	Q9UPN3, P28828, P28827, Q8N392, Q06486	157	24	1477	1.9599256900212314	1.0	0.9968675301096661	97.16016244063438
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	3	0.32786885245901637	0.6696975903615795	Q9UPN3, Q8N392, Q06486	158	20	1414	1.3424050632911393	1.0	0.9999999998361448	99.99999722958856
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	3	0.32786885245901637	0.6975083477757452	Q9UPN3, Q8N392, Q06486	152	21	1357	1.2753759398496238	1.0	0.9999574070487444	99.9999887737818

Annotation Cluster 22	Enrichment Score: 0.3113774678496815
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Endosome	8	0.8743169398907104	0.27295116865112834	O75382, Q8CI95, Q5VV43, F1Q506, Q9R1R2, O70277, Q8K4K5, A1A4L0	172	50	1616	1.5032558139534884	1.0	0.8468197446147845	98.19512631395149
UP_KEYWORDS	Lipid-binding	3	0.32786885245901637	0.6135697336023569	Q8CI95, F1Q506, A1A4L0	172	19	1616	1.4834761321909424	1.0	0.961781154734836	99.99937002899671
GOTERM_CC_DIRECT	GO:0005768~endosome	4	0.4371584699453552	0.6948942369820607	Q8CI95, F1Q506, Q9R1R2, A1A4L0	157	33	1477	1.1403204014668982	1.0	0.9998384838605581	99.99997490103091

Annotation Cluster 23	Enrichment Score: 0.11823837989062351
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Ribonucleoprotein	5	0.546448087431694	0.6653197124177719	Q9VE04, Q9VCX3, P02362, Q06AA4, Q7SXM7	172	42	1616	1.1184939091915838	1.0	0.973664274779655	99.99989698504159
UP_KEYWORDS	Ribosomal protein	3	0.32786885245901637	0.7798646488597394	Q9VE04, Q9VCX3, P02362	172	26	1616	1.0840787119856887	1.0	0.9876156104551417	99.99999947345924
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	3	0.32786885245901637	0.8515991806423164	Q9VE04, Q9VCX3, P02362	152	29	1357	0.9235480943738656	1.0	0.9999992471435779	99.99999999918514

Annotation Cluster 24	Enrichment Score: 0.1101612207637914
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	mRNA splicing	5	0.546448087431694	0.6653197124177719	Q7L014, Q96FV9, Q06AA4, Q3T106, Q7SXM7	172	42	1616	1.1184939091915838	1.0	0.973664274779655	99.99989698504159
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	3	0.32786885245901637	0.7209479086982988	Q7L014, Q06AA4, Q7SXM7	158	22	1414	1.2203682393555813	1.0	0.9999999999846818	99.99999980401462
UP_KEYWORDS	mRNA processing	5	0.546448087431694	0.8187101765278881	Q7L014, Q96FV9, Q06AA4, Q3T106, Q7SXM7	172	52	1616	0.9033989266547405	1.0	0.9902320898769411	99.99999995434378
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	3	0.32786885245901637	0.9231890629795654	Q96FV9, Q3T106, Q7SXM7	158	36	1414	0.7457805907172995	1.0	1.0	100.0

Annotation Cluster 25	Enrichment Score: 0.09377471439749077
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Cell cycle	8	0.8743169398907104	0.5923313061048927	Q6DF94, P0C8Z3, Q3B7D5, O35261, Q6N021, Q96AY4, O75943, D3YXG0	172	68	1616	1.1053351573187413	1.0	0.9587029289316774	99.99876413263434
UP_KEYWORDS	Cell division	3	0.32786885245901637	0.9368934453487603	Q6DF94, Q96AY4, D3YXG0	172	40	1616	0.7046511627906976	1.0	0.9991868105029713	99.99999999999993
GOTERM_BP_DIRECT	GO:0051301~cell division	3	0.32786885245901637	0.9428030297940958	Q6DF94, Q96AY4, D3YXG0	158	39	1414	0.688412852969815	1.0	1.0	100.0

Annotation Cluster 26	Enrichment Score: 0.044121855039247905
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	zinc finger region:C2H2-type 7	3	0.32786885245901637	0.7877106559662482	Q14590, P10076, O70230	151	27	1448	1.0654893303899926	1.0	0.9999999999349396	99.99999999509586
UP_SEQ_FEATURE	zinc finger region:C2H2-type 6	3	0.32786885245901637	0.7877106559662482	Q14590, P10076, O70230	151	27	1448	1.0654893303899926	1.0	0.9999999999349396	99.99999999509586
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	3	0.32786885245901637	0.8725957100459999	Q14590, P10076, O70230	151	33	1448	0.8717639975918122	1.0	0.9999999999999091	99.99999999999804
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	3	0.32786885245901637	0.8832790752197675	Q14590, P10076, O70230	151	34	1448	0.8461238800155825	1.0	0.9999999999999224	99.99999999999949
UP_SEQ_FEATURE	zinc finger region:C2H2-type 2	3	0.32786885245901637	0.910578977184689	Q14590, P10076, O70230	151	37	1448	0.7775192410954	1.0	0.9999999999999967	99.99999999999999
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	3	0.32786885245901637	0.910578977184689	Q14590, P10076, O70230	151	37	1448	0.7775192410954	1.0	0.9999999999999967	99.99999999999999
INTERPRO	IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain	3	0.32786885245901637	0.9611343461907851	Q14590, P10076, O70230	166	45	1556	0.6248995983935742	1.0	0.9999999998877906	100.0
INTERPRO	IPR015880:Zinc finger, C2H2-like	3	0.32786885245901637	0.9760920961212727	Q14590, P10076, O70230	166	50	1556	0.5624096385542169	1.0	0.9999999999941708	100.0
INTERPRO	IPR007087:Zinc finger, C2H2	3	0.32786885245901637	0.9783313593870824	Q14590, P10076, O70230	166	51	1556	0.5513819985825655	1.0	0.9999999999953013	100.0
SMART	SM00355:ZnF_C2H2	3	0.32786885245901637	0.9948117043059017	Q14590, P10076, O70230	114	50	836	0.44	1.0	0.9999999999998679	100.0

