ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
O15084	ankyrin repeat domain 28(ANKRD28)	Homo sapiens		General function prediction only,	GO:0048208~COPII vesicle coating,	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005829~cytosol,	GO:0005515~protein binding,	IPR002110:Ankyrin repeat,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	Alternative promoter usage,Alternative splicing,ANK repeat,Complete proteome,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,	chain:Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,modified residue,mutagenesis site,repeat:ANK 1,repeat:ANK 10,repeat:ANK 11,repeat:ANK 12,repeat:ANK 13,repeat:ANK 14,repeat:ANK 15,repeat:ANK 16,repeat:ANK 17,repeat:ANK 18,repeat:ANK 19,repeat:ANK 2,repeat:ANK 20,repeat:ANK 21,repeat:ANK 22,repeat:ANK 23,repeat:ANK 24,repeat:ANK 25,repeat:ANK 26,repeat:ANK 27,repeat:ANK 3,repeat:ANK 4,repeat:ANK 5,repeat:ANK 6,repeat:ANK 7,repeat:ANK 8,repeat:ANK 9,sequence conflict,splice variant,
Q8BHY3	anoctamin 1, calcium activated chloride channel(Ano1)	Mus musculus			GO:0006810~transport,GO:0006811~ion transport,GO:0006812~cation transport,GO:0006821~chloride transport,GO:0007200~phospholipase C-activating G-protein coupled receptor signaling pathway,GO:0007275~multicellular organism development,GO:0015705~iodide transport,GO:0034605~cellular response to heat,GO:0035774~positive regulation of insulin secretion involved in cellular response to glucose stimulus,GO:0042391~regulation of membrane potential,GO:0050965~detection of temperature stimulus involved in sensory perception of pain,GO:0050966~detection of mechanical stimulus involved in sensory perception of pain,GO:0060438~trachea development,GO:1902476~chloride transmembrane transport,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0009897~external side of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0034707~chloride channel complex,GO:0070062~extracellular exosome,	GO:0005227~calcium activated cation channel activity,GO:0005229~intracellular calcium activated chloride channel activity,GO:0005247~voltage-gated chloride channel activity,GO:0005254~chloride channel activity,GO:0015111~iodide transmembrane transporter activity,GO:0017128~phospholipid scramblase activity,GO:0042803~protein homodimerization activity,GO:0046982~protein heterodimerization activity,GO:0046983~protein dimerization activity,	IPR007632:Anoctamin/TMEM 16,					Alternative splicing,Calcium,Cell membrane,Chloride,Chloride channel,Complete proteome,Cytoplasm,Developmental protein,Glycoprotein,Ion channel,Ion transport,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Anoctamin-1,glycosylation site:N-linked (GlcNAc...),mutagenesis site,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
P07293	calcium voltage-gated channel subunit alpha1 S(CACNA1S)	Oryctolagus cuniculus			GO:0006936~muscle contraction,	GO:0005891~voltage-gated calcium channel complex,GO:0030315~T-tubule,GO:0031674~I band,	GO:0005245~voltage-gated calcium channel activity,GO:0008331~high voltage-gated calcium channel activity,GO:0046872~metal ion binding,	IPR002077:Voltage-dependent calcium channel, alpha-1 subunit,IPR005446:Voltage-dependent calcium channel, L-type, alpha-1 subunit,IPR005450:Voltage-dependent calcium channel, L-type, alpha-1S subunit,IPR005821:Ion transport domain,IPR014873:Voltage-dependent calcium channel, alpha-1 subunit, IQ domain,IPR027359:Voltage-dependent potassium channel, four helix bundle domain,	ocu04010:MAPK signaling pathway,ocu04020:Calcium signaling pathway,ocu04022:cGMP-PKG signaling pathway,ocu04024:cAMP signaling pathway,ocu04260:Cardiac muscle contraction,ocu04261:Adrenergic signaling in cardiomyocytes,ocu04270:Vascular smooth muscle contraction,ocu04723:Retrograde endocannabinoid signaling,ocu04725:Cholinergic synapse,ocu04726:Serotonergic synapse,ocu04727:GABAergic synapse,ocu04911:Insulin secretion,ocu04912:GnRH signaling pathway,ocu04921:Oxytocin signaling pathway,ocu04924:Renin secretion,ocu04925:Aldosterone synthesis and secretion,ocu05010:Alzheimer's disease,ocu05410:Hypertrophic cardiomyopathy (HCM),ocu05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),ocu05414:Dilated cardiomyopathy,			SM01062:SM01062,	3D-structure,Calcium,Calcium channel,Calcium transport,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Ion channel,Ion transport,Membrane,Metal-binding,Phosphoprotein,Polymorphism,Reference proteome,Repeat,Transmembrane,Transmembrane helix,Transport,Voltage-gated channel,	chain:Voltage-dependent L-type calcium channel subunit alpha-1S,compositionally biased region:Poly-Leu,glycosylation site:N-linked (GlcNAc...),helix,modified residue,region of interest:Binding to the beta subunit,region of interest:Dihydropyridine binding,region of interest:Phenylalkylamine binding,repeat:I,repeat:II,repeat:III,repeat:IV,sequence conflict,sequence variant,site:Calcium ion selectivity and permeability,site:Cleavage,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
Q8BUG5	calcyphosphine 2(Caps2)	Mus musculus					GO:0005509~calcium ion binding,GO:0046872~metal ion binding,	IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR018247:EF-Hand 1, calcium-binding site,					Alternative splicing,Calcium,Complete proteome,Metal-binding,Reference proteome,Repeat,	calcium-binding region:1,calcium-binding region:2,chain:Calcyphosin-2,domain:EF-hand 1,domain:EF-hand 2,domain:EF-hand 3,sequence conflict,splice variant,
Q5T5Y3	calmodulin regulated spectrin associated protein 1(CAMSAP1)	Homo sapiens			GO:0007010~cytoskeleton organization,GO:0022604~regulation of cell morphogenesis,GO:0031175~neuron projection development,	GO:0005737~cytoplasm,GO:0005874~microtubule,	GO:0005516~calmodulin binding,GO:0008017~microtubule binding,GO:0030507~spectrin binding,	IPR001715:Calponin homology domain,IPR011033:PRC-barrel-like,IPR014797:CKK domain,IPR022613:Calmodulin-regulated spectrin-associated protein, CH domain,				SM01051:SM01051,	Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Microtubule,Phosphoprotein,Polymorphism,Reference proteome,	chain:Calmodulin-regulated spectrin-associated protein 1,compositionally biased region:Poly-Glu,compositionally biased region:Poly-Ser,domain:CKK,modified residue,sequence conflict,sequence variant,splice variant,
Q3U2J5	calmodulin-lysine N-methyltransferase(Camkmt)	Mus musculus			GO:0007005~mitochondrion organization,GO:0018022~peptidyl-lysine methylation,GO:0032259~methylation,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,	GO:0008168~methyltransferase activity,GO:0016740~transferase activity,GO:0018025~calmodulin-lysine N-methyltransferase activity,	IPR019410:Nicotinamide N-methyltransferase-like,IPR025800:Calmodulin-lysine N-methyltransferase,	mmu00310:Lysine degradation,				Alternative splicing,Complete proteome,Cytoplasm,Golgi apparatus,Methyltransferase,Nucleus,Reference proteome,S-adenosyl-L-methionine,Transferase,	chain:Uncharacterized protein C2orf34 homolog,splice variant,
Q80UY1	carnosine N-methyltransferase 1(Carnmt1)	Mus musculus			GO:0032259~methylation,GO:0035498~carnosine metabolic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0008168~methyltransferase activity,GO:0016740~transferase activity,GO:0030735~carnosine N-methyltransferase activity,	IPR012901:N2227-like,				SM01296:SM01296,	Complete proteome,Cytoplasm,Methyltransferase,Nucleus,Reference proteome,S-adenosyl-L-methionine,Transferase,	chain:UPF0586 protein C9orf41 homolog,sequence conflict,
U3JAG9	centrosomal protein 131(cep131)	Danio rerio			GO:0006810~transport,GO:0010824~regulation of centrosome duplication,GO:0030030~cell projection organization,GO:0030154~cell differentiation,GO:0032402~melanosome transport,GO:0035721~intraciliary retrograde transport,GO:0035735~intraciliary transport involved in cilium morphogenesis,GO:0050953~sensory perception of light stimulus,GO:0060271~cilium morphogenesis,GO:0060287~epithelial cilium movement involved in determination of left/right asymmetry,GO:0070121~Kupffer's vesicle development,GO:0090317~negative regulation of intracellular protein transport,	GO:0000775~chromosome, centromeric region,GO:0005694~chromosome,GO:0005929~cilium,GO:0034451~centriolar satellite,							Centromere,Chromosome,Cilium biogenesis/degradation,Coiled coil,Complete proteome,Differentiation,Proteomics identification,Reference proteome,Transport,
Q28FA8	centrosomal protein 41kDa(cep41)	Xenopus tropicalis			GO:0015031~protein transport,GO:0016337~single organismal cell-cell adhesion,GO:0018095~protein polyglutamylation,GO:0042384~cilium assembly,	GO:0005814~centriole,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0009986~cell surface,GO:0036064~ciliary basal body,GO:0072372~primary cilium,		IPR001763:Rhodanese-like domain,				SM00450:RHOD,	Cell projection,Ciliopathy,Cilium,Cilium biogenesis/degradation,Complete proteome,Cytoplasm,Cytoskeleton,Protein transport,Reference proteome,Transport,
Q5JTW2	centrosomal protein 78(CEP78)	Homo sapiens			GO:0000086~G2/M transition of mitotic cell cycle,	GO:0005813~centrosome,GO:0005829~cytosol,		IPR001611:Leucine-rich repeat,IPR026212:Centrosomal protein of 78kDa,					Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Centrosomal protein of 78 kDa,modified residue,repeat:LRR 1,repeat:LRR 2,repeat:LRR 3,sequence conflict,splice variant,
O70496	chloride channel, voltage-sensitive 7(Clcn7)	Mus musculus			GO:0006810~transport,GO:0006811~ion transport,GO:0006821~chloride transport,GO:0009268~response to pH,GO:0055085~transmembrane transport,GO:1902476~chloride transmembrane transport,	GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031410~cytoplasmic vesicle,	GO:0000166~nucleotide binding,GO:0005216~ion channel activity,GO:0005247~voltage-gated chloride channel activity,GO:0005524~ATP binding,GO:0015297~antiporter activity,GO:0031404~chloride ion binding,	IPR000644:Cystathionine beta-synthase, core,IPR001807:Chloride channel, voltage gated,IPR002249:Chloride channel ClC-7,IPR014743:Chloride channel, core,				SM00116:CBS,	Antiport,ATP-binding,CBS domain,Chloride,Complete proteome,Ion transport,Lysosome,Membrane,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Transmembrane,Transmembrane helix,Transport,	binding site:Chloride,binding site:Chloride; via amide nitrogen,chain:H(+)/Cl(-) exchange transporter 7,domain:CBS 1,domain:CBS 2,modified residue,nucleotide phosphate-binding region:ATP,region of interest:In-membrane helix,region of interest:In-membrane loop between two helices,short sequence motif:Selectivity filter part_1,short sequence motif:Selectivity filter part_2,short sequence motif:Selectivity filter part_3,site:Mediates proton transfer from the outer aqueous phase to the interior of the protein; involved in linking H(+) and Cl(-) transport,site:Mediates proton transfer from the protein to the inner aqueous phase,topological domain:Cytoplasmic,transmembrane region,
Q96N23	cilia and flagella associated protein 54(CFAP54)	Homo sapiens			GO:0007283~spermatogenesis,GO:0030154~cell differentiation,GO:0042384~cilium assembly,GO:0060271~cilium morphogenesis,GO:0060294~cilium movement involved in cell motility,	GO:0005737~cytoplasm,GO:0005930~axoneme,GO:0016021~integral component of membrane,		IPR011990:Tetratricopeptide-like helical,					Alternative splicing,Cell projection,Cilium,Cilium biogenesis/degradation,Complete proteome,Cytoplasm,Cytoskeleton,Differentiation,Membrane,Polymorphism,Proteomics identification,Reference proteome,Spermatogenesis,Transmembrane,Transmembrane helix,	chain:Uncharacterized protein C12orf55,sequence variant,
P53621	coatomer protein complex subunit alpha(COPA)	Homo sapiens	h_arapPathway:ADP-Ribosylation Factor,		GO:0006886~intracellular protein transport,GO:0006888~ER to Golgi vesicle-mediated transport,GO:0006890~retrograde vesicle-mediated transport, Golgi to ER,GO:0006891~intra-Golgi vesicle-mediated transport,GO:0030157~pancreatic juice secretion,	GO:0000139~Golgi membrane,GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0016020~membrane,GO:0030126~COPI vesicle coat,GO:0030133~transport vesicle,GO:0070062~extracellular exosome,	GO:0005179~hormone activity,GO:0005198~structural molecule activity,	IPR001680:WD40 repeat,IPR006692:Coatomer, WD associated region,IPR010714:Coatomer, alpha subunit, C-terminal,IPR011048:Cytochrome cd1-nitrite reductase-like, C-terminal haem d1,IPR015943:WD40/YVTN repeat-like-containing domain,IPR016391:Coatomer alpha subunit,IPR017986:WD40-repeat-containing domain,IPR019775:WD40 repeat, conserved site,IPR020472:G-protein beta WD-40 repeat,IPR024977:Anaphase-promoting complex subunit 4, WD40 domain,		616414~Autoimmune interstitial lung, joint, and kidney disease,	PIRSF003354:coatomer, alpha subunit,	SM00320:WD40,	Alternative splicing,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Direct protein sequencing,Disease mutation,ER-Golgi transport,Golgi apparatus,Hormone,Membrane,Methylation,Phosphoprotein,Polymorphism,Protein transport,Reference proteome,Repeat,RNA editing,Secreted,Transport,WD repeat,	chain:Coatomer subunit alpha,modified residue,peptide:Proxenin,peptide:Xenin,repeat:WD 1,repeat:WD 2,repeat:WD 3,repeat:WD 4,repeat:WD 5,repeat:WD 6,sequence conflict,sequence variant,splice variant,
Q07DZ5	cortactin binding protein 2(CTTNBP2)	Ornithorhynchus anatinus				GO:0005938~cell cortex,GO:0016021~integral component of membrane,GO:0043197~dendritic spine,		IPR002110:Ankyrin repeat,IPR019131:Cortactin-binding protein-2, N-terminal,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	ANK repeat,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Membrane,Methylation,Phosphoprotein,Reference proteome,Repeat,Transmembrane,Transmembrane helix,
Q6GPF3	cullin 3 S homeolog(cul3.S)	Xenopus laevis			GO:0006513~protein monoubiquitination,GO:0006888~ER to Golgi vesicle-mediated transport,GO:0007080~mitotic metaphase plate congression,GO:0007229~integrin-mediated signaling pathway,GO:0016477~cell migration,GO:0016567~protein ubiquitination,GO:0017145~stem cell division,GO:0035024~negative regulation of Rho protein signal transduction,GO:0040016~embryonic cleavage,GO:0043149~stress fiber assembly,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0045842~positive regulation of mitotic metaphase/anaphase transition,GO:0048208~COPII vesicle coating,	GO:0000139~Golgi membrane,GO:0005634~nucleus,GO:0005827~polar microtubule,GO:0031463~Cul3-RING ubiquitin ligase complex,		IPR001373:Cullin, N-terminal,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR016157:Cullin, conserved site,IPR016158:Cullin homology,IPR016159:Cullin repeat-like-containing domain,IPR019559:Cullin protein, neddylation domain,	xla04120:Ubiquitin mediated proteolysis,			SM00182:CULLIN,SM00884:SM00884,	ER-Golgi transport,Isopeptide bond,Nucleus,Transport,Ubl conjugation,	chain:Cullin-3-B,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in NEDD8),
Q91WT9	cystathionine beta-synthase(Cbs)	Mus musculus	m_methioninePathway:Catabolic Pathways for Methionine, Isoleucine, Threonine and Valine,		GO:0001958~endochondral ossification,GO:0001974~blood vessel remodeling,GO:0006535~cysteine biosynthetic process from serine,GO:0006563~L-serine metabolic process,GO:0006801~superoxide metabolic process,GO:0008652~cellular amino acid biosynthetic process,GO:0019343~cysteine biosynthetic process via cystathionine,GO:0019344~cysteine biosynthetic process,GO:0019346~transsulfuration,GO:0021587~cerebellum morphogenesis,GO:0030823~regulation of cGMP metabolic process,GO:0043066~negative regulation of apoptotic process,GO:0043418~homocysteine catabolic process,GO:0043506~regulation of JUN kinase activity,GO:0050667~homocysteine metabolic process,GO:0050880~regulation of blood vessel size,GO:0051593~response to folic acid,GO:0060135~maternal process involved in female pregnancy,GO:0060351~cartilage development involved in endochondral bone morphogenesis,GO:0070814~hydrogen sulfide biosynthetic process,GO:0071456~cellular response to hypoxia,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004122~cystathionine beta-synthase activity,GO:0004124~cysteine synthase activity,GO:0016829~lyase activity,GO:0019825~oxygen binding,GO:0019899~enzyme binding,GO:0020037~heme binding,GO:0030170~pyridoxal phosphate binding,GO:0031625~ubiquitin protein ligase binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0050421~nitrite reductase (NO-forming) activity,GO:0070025~carbon monoxide binding,GO:0070026~nitric oxide binding,GO:0072341~modified amino acid binding,GO:1904047~S-adenosyl-L-methionine binding,	IPR000644:Cystathionine beta-synthase, core,IPR001216:Cysteine synthase/cystathionine beta-synthase P-phosphate-binding site,IPR001926:Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily,IPR005857:Cystathionine beta-synthase,	mmu00260:Glycine, serine and threonine metabolism,mmu00270:Cysteine and methionine metabolism,mmu01100:Metabolic pathways,mmu01130:Biosynthesis of antibiotics,mmu01230:Biosynthesis of amino acids,			SM00116:CBS,	Alternative splicing,Amino-acid biosynthesis,CBS domain,Complete proteome,Cysteine biosynthesis,Cytoplasm,Heme,Iron,Isopeptide bond,Lyase,Metal-binding,Nucleus,Phosphoprotein,Proteomics identification,Pyridoxal phosphate,Reference proteome,Ubl conjugation,	binding site:Pyridoxal phosphate,chain:Cystathionine beta-synthase,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),domain:CBS,metal ion-binding site:Iron (heme axial ligand),modified residue,region of interest:Pyridoxal phosphate binding,splice variant,
P32929	cystathionine gamma-lyase(CTH)	Homo sapiens	h_methioninePathway:Catabolic Pathways for Methionine, Isoleucine, Threonine and Valine,		GO:0000098~sulfur amino acid catabolic process,GO:0006534~cysteine metabolic process,GO:0018272~protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine,GO:0019343~cysteine biosynthetic process via cystathionine,GO:0019344~cysteine biosynthetic process,GO:0019346~transsulfuration,GO:0030968~endoplasmic reticulum unfolded protein response,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0044524~protein sulfhydration,GO:0051092~positive regulation of NF-kappaB transcription factor activity,GO:0051289~protein homotetramerization,GO:0070814~hydrogen sulfide biosynthetic process,GO:0071266~'de novo' L-methionine biosynthetic process,GO:1904831~positive regulation of aortic smooth muscle cell differentiation,GO:2001234~negative regulation of apoptotic signaling pathway,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0003962~cystathionine gamma-synthase activity,GO:0004123~cystathionine gamma-lyase activity,GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0016846~carbon-sulfur lyase activity,GO:0030170~pyridoxal phosphate binding,GO:0042802~identical protein binding,GO:0044540~L-cystine L-cysteine-lyase (deaminating),GO:0047982~homocysteine desulfhydrase activity,GO:0080146~L-cysteine desulfhydrase activity,	IPR000277:Cys/Met metabolism, pyridoxal phosphate-dependent enzyme,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase,	hsa00260:Glycine, serine and threonine metabolism,hsa00270:Cysteine and methionine metabolism,hsa00450:Selenocompound metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01230:Biosynthesis of amino acids,	219500~Cystathioninuria,Homocysteine, total plasma, elevated~Homocysteine, total plasma, elevated,	PIRSF001434:cystathionine gamma-synthase,		3D-structure,Alternative splicing,Amino-acid biosynthesis,Calmodulin-binding,Complete proteome,Cysteine biosynthesis,Cytoplasm,Disease mutation,Lyase,Polymorphism,Pyridoxal phosphate,Reference proteome,	binding site:Substrate,chain:Cystathionine gamma-lyase,helix,modified residue,sequence variant,splice variant,strand,turn,
Q7T3Q2	cysteine rich transmembrane BMP regulator 1 (chordin-like)(crim1)	Danio rerio			GO:0001558~regulation of cell growth,GO:0001568~blood vessel development,GO:0001756~somitogenesis,GO:0048570~notochord morphogenesis,	GO:0005576~extracellular region,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0004857~enzyme inhibitor activity,GO:0004867~serine-type endopeptidase inhibitor activity,GO:0005520~insulin-like growth factor binding,	IPR000867:Insulin-like growth factor-binding protein, IGFBP,IPR001007:von Willebrand factor, type C,IPR004094:Proteinase inhibitor I15, antistasin-like,IPR009030:Insulin-like growth factor binding protein, N-terminal,IPR011061:Proteinase inhibitor I14/I15, hirudin/antistatin,				SM00121:IB,SM00214:VWC,SM00215:VWC_out,	Complete proteome,Glycoprotein,Membrane,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:Cysteine-rich motor neuron 1 protein,domain:Antistasin-like 1,domain:Antistasin-like 2,domain:Antistasin-like 3,domain:Antistasin-like 4,domain:IGFBP N-terminal,domain:VWFC 1,domain:VWFC 2,domain:VWFC 3,domain:VWFC 4,domain:VWFC 5,domain:VWFC 6,glycosylation site:N-linked (GlcNAc...),short sequence motif:Cell attachment site,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
P78329	cytochrome P450 family 4 subfamily F member 2(CYP4F2)	Homo sapiens		Secondary metabolites biosynthesis, transport, and catabolism,	GO:0000038~very long-chain fatty acid metabolic process,GO:0001676~long-chain fatty acid metabolic process,GO:0003091~renal water homeostasis,GO:0003095~pressure natriuresis,GO:0006690~icosanoid metabolic process,GO:0006691~leukotriene metabolic process,GO:0007596~blood coagulation,GO:0008217~regulation of blood pressure,GO:0017144~drug metabolic process,GO:0019369~arachidonic acid metabolic process,GO:0019373~epoxygenase P450 pathway,GO:0032304~negative regulation of icosanoid secretion,GO:0032305~positive regulation of icosanoid secretion,GO:0036101~leukotriene B4 catabolic process,GO:0042360~vitamin E metabolic process,GO:0042361~menaquinone catabolic process,GO:0042376~phylloquinone catabolic process,GO:0042377~vitamin K catabolic process,GO:0055078~sodium ion homeostasis,GO:0055114~oxidation-reduction process,GO:0097267~omega-hydroxylase P450 pathway,	GO:0005737~cytoplasm,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0031090~organelle membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0004497~monooxygenase activity,GO:0005506~iron ion binding,GO:0005515~protein binding,GO:0008392~arachidonic acid epoxygenase activity,GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,GO:0016709~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,GO:0018685~alkane 1-monooxygenase activity,GO:0020037~heme binding,GO:0050051~leukotriene-B4 20-monooxygenase activity,GO:0052869~arachidonic acid omega-hydroxylase activity,GO:0052871~alpha-tocopherol omega-hydroxylase activity,GO:0052872~tocotrienol omega-hydroxylase activity,GO:0097258~20-hydroxy-leukotriene B4 omega oxidase activity,GO:0097259~20-aldehyde-leukotriene B4 20-monooxygenase activity,	IPR001128:Cytochrome P450,IPR002401:Cytochrome P450, E-class, group I,IPR017972:Cytochrome P450, conserved site,	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,				Alternative splicing,Complete proteome,Direct protein sequencing,Endoplasmic reticulum,Heme,Iron,Membrane,Metal-binding,Microsome,Monooxygenase,NADP,Oxidoreductase,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	binding site:Heme (covalent; via 1 link),chain:Leukotriene-B(4) omega-hydroxylase 1,metal ion-binding site:Iron (heme axial ligand),sequence conflict,sequence variant,
Q15438	cytohesin 1(CYTH1)	Homo sapiens	h_arapPathway:ADP-Ribosylation Factor,		GO:0016192~vesicle-mediated transport,GO:0030155~regulation of cell adhesion,GO:0032012~regulation of ARF protein signal transduction,GO:0043547~positive regulation of GTPase activity,	GO:0000139~Golgi membrane,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0031234~extrinsic component of cytoplasmic side of plasma membrane,	GO:0005086~ARF guanyl-nucleotide exchange factor activity,GO:0005515~protein binding,GO:0008289~lipid binding,	IPR000904:SEC7-like,IPR001849:Pleckstrin homology domain,IPR011993:Pleckstrin homology-like domain,IPR023394:SEC7-like, alpha orthogonal bundle,	hsa04144:Endocytosis,			SM00222:Sec7,SM00233:PH,	3D-structure,Acetylation,Alternative splicing,Cell membrane,Coiled coil,Complete proteome,Cytoplasm,Guanine-nucleotide releasing factor,Lipid-binding,Membrane,Proteomics identification,Reference proteome,	chain:Cytohesin-1,domain:PH,domain:SEC7,helix,sequence conflict,splice variant,strand,turn,
O60879	diaphanous related formin 2(DIAPH2)	Homo sapiens			GO:0000910~cytokinesis,GO:0007015~actin filament organization,GO:0007275~multicellular organism development,GO:0007292~female gamete generation,GO:0048477~oogenesis,	GO:0005730~nucleolus,GO:0005739~mitochondrion,GO:0005769~early endosome,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0043231~intracellular membrane-bounded organelle,	GO:0003779~actin binding,GO:0005102~receptor binding,GO:0017048~Rho GTPase binding,	IPR010465:DRF autoregulatory,IPR010472:Diaphanous FH3,IPR010473:Diaphanous GTPase-binding,IPR014767:Diaphanous autoregulatory,IPR014768:GTPase-binding/formin homology 3,IPR015425:Actin-binding FH2,IPR016024:Armadillo-type fold,	hsa04810:Regulation of actin cytoskeleton,	300511~Premature ovarian failure,		SM00498:FH2,SM01139:SM01139,SM01140:SM01140,	Acetylation,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Developmental protein,Differentiation,Endosome,Oogenesis,Polymorphism,Premature ovarian failure,Proteomics identification,Reference proteome,Repeat,	chain:Protein diaphanous homolog 2,compositionally biased region:Arg/Lys-rich (basic),compositionally biased region:Poly-Leu,compositionally biased region:Poly-Lys,compositionally biased region:Poly-Pro,compositionally biased region:Poly-Ser,domain:DAD,domain:FH1,domain:FH2,domain:GBD/FH3,modified residue,sequence variant,splice variant,
