"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product"
"5431","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",2.1,"hemicentin-1-like"
"5432","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",7e-94,"hemicentin-1-like"
"5433","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",0.038,"hemicentin-1-like"
"5434","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",8e-21,"hemicentin-1-like"
"5435","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",7.4,"hemicentin-1-like"
"5436","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",8e-49,"hemicentin-1-like"
"5437","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",9e-49,"hemicentin-1-like"
"5438","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",1e-93,"hemicentin-1-like"
"5439","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",7.6,"hemicentin-1-like"
"5440","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",0.096,"hemicentin-1-like"
"5441","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like"
"5442","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",2e-06,"hemicentin-1-like"
"5443","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",2e-07,"hemicentin-1-like"
"5444","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",0.034,"hemicentin-1-like"
"5445","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",3.9,"hemicentin-1-like"
"5446","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",0.73,"hemicentin-1-like"
"5447","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",0.005,"hemicentin-1-like"
"5448","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",4,"hemicentin-1-like"
"5449","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468991.1","A2ASS6","TITIN_MOUSE",0.2,"hemicentin-1-like"
"5450","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",0.075,"hemicentin-1-like"
"5451","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",0.022,"hemicentin-1-like"
"5452","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",3e-34,"hemicentin-1-like"
"5453","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",0.003,"hemicentin-1-like"
"5454","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",8e-24,"hemicentin-1-like"
"5455","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1.3,"hemicentin-1-like"
"5456","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",0.14,"hemicentin-1-like"
"5457","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like"
"5458","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",1e-04,"hemicentin-1-like"
"5459","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",7.4,"hemicentin-1-like"
"5460","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like"
"5461","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like"
"5462","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",1.5,"hemicentin-1-like"
"5463","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",7e-88,"hemicentin-1-like"
"5464","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",3.8,"hemicentin-1-like"
"5465","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",8e-51,"hemicentin-1-like"
"5466","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.53,"hemicentin-1-like"
"5467","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.005,"hemicentin-1-like"
"5468","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",0.015,"hemicentin-1-like"
"5469","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",0.11,"hemicentin-1-like"
"5470","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",0.011,"hemicentin-1-like"
"5471","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",3.8,"hemicentin-1-like"
"5472","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182521,"XM_022468988.1","A2ASS6","TITIN_MOUSE",0.33,"hemicentin-1-like"
"5473","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182521,"XM_022468988.1","A2ASS6","TITIN_MOUSE",0.34,"hemicentin-1-like"
"5474","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",6e-88,"hemicentin-1-like"
"5475","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182521,"XM_022468988.1","A2ASS6","TITIN_MOUSE",1,"hemicentin-1-like"
"5476","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",2e-51,"hemicentin-1-like"
"5477","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",2e-06,"hemicentin-1-like"
"5478","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1.5,"hemicentin-1-like"
"5479","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",7.6,"hemicentin-1-like"
"5480","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",0.15,"hemicentin-1-like"
"5481","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",1e-05,"hemicentin-1-like"
"5482","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like"
"5483","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",3.7,"hemicentin-1-like"
"5484","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.24,"hemicentin-1-like"
"5485","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",2.1,"hemicentin-1-like"
"5486","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",8.2,"hemicentin-1-like"
"5487","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",6e-61,"hemicentin-1-like"
"5488","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",2e-28,"hemicentin-1-like"
"5489","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",9e-88,"hemicentin-1-like"
"5490","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like"
"5491","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",4.1,"hemicentin-1-like"
"5492","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",3.1,"hemicentin-1-like"
"5493","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",5.4,"hemicentin-1-like"
"5494","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",6e-49,"hemicentin-1-like"
"5495","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",5e-49,"hemicentin-1-like"
"5496","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1.1,"hemicentin-1-like"
"5497","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",6e-04,"hemicentin-1-like"
"5498","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",6.3,"hemicentin-1-like"
"5499","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469006.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like"
"5500","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",0.01,"hemicentin-1-like"
"5501","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",9.5,"hemicentin-1-like"
"5502","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",0.58,"hemicentin-1-like"
"5503","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",1.4,"hemicentin-1-like"
"5504","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468992.1","A2ASS6","TITIN_MOUSE",0.016,"hemicentin-1-like"
"5505","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",6e-94,"hemicentin-1-like"
"5506","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",0.33,"hemicentin-1-like"
"5507","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",2e-28,"hemicentin-1-like"
"5508","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1e-04,"hemicentin-1-like"
"5509","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.12,"hemicentin-1-like"
"5510","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469014.1","A2ASS6","TITIN_MOUSE",3.2,"hemicentin-1-like"
"5511","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469014.1","A2ASS6","TITIN_MOUSE",0.9,"hemicentin-1-like"
"5512","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",3e-61,"hemicentin-1-like"
"5513","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",5e-49,"hemicentin-1-like"
"5514","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",3.6,"hemicentin-1-like"
"5515","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",9e-49,"hemicentin-1-like"
"5516","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.051,"hemicentin-1-like"
"5517","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469014.1","A2ASS6","TITIN_MOUSE",9e-88,"hemicentin-1-like"
"5518","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469014.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like"
"5519","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469014.1","A2ASS6","TITIN_MOUSE",7e-89,"hemicentin-1-like"
"5520","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",9.6,"hemicentin-1-like"
"5521","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",0.022,"hemicentin-1-like"
"5522","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",5e-53,"hemicentin-1-like"
"5523","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",1e-47,"hemicentin-1-like"
"5524","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",8e-40,"hemicentin-1-like"
"5525","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",0.049,"hemicentin-1-like"
"5526","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",7e-13,"hemicentin-1-like"
"5527","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",2e-69,"hemicentin-1-like"
"5528","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",1.5,"hemicentin-1-like"
"5529","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",0.16,"hemicentin-1-like"
"5530","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",0.05,"hemicentin-1-like"
"5531","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469027.1","A2ASS6","TITIN_MOUSE",0.27,"hemicentin-1-like"
"5532","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468992.1","A2ASS6","TITIN_MOUSE",0.88,"hemicentin-1-like"
"5533","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",6.3,"hemicentin-1-like"
"5534","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",6e-04,"hemicentin-1-like"
"5535","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",0.015,"hemicentin-1-like"
"5536","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like"
"5537","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",0.022,"hemicentin-1-like"
"5538","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",0.095,"hemicentin-1-like"
"5539","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",0.061,"hemicentin-1-like"
