"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product"
"11613","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",5,"nesprin-1-like"
"11614","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.19,"nesprin-1-like"
"11615","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",9e-08,"nesprin-1-like"
"11616","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",1e-149,"nesprin-1-like"
"11617","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like"
"11618","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.082,"nesprin-1-like"
"11619","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",1e-153,"nesprin-1-like"
"11620","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",3e-163,"nesprin-1-like"
"11621","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.011,"nesprin-1-like"
"11622","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",1e-91,"nesprin-1-like"
"11623","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.044,"nesprin-1-like"
"11624","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",4.5,"nesprin-1-like"
"11625","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.073,"nesprin-1-like"
"11626","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0,"nesprin-1-like"
"11627","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0,"nesprin-1-like"
"11628","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",6e-163,"nesprin-1-like"
"11629","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",3e-153,"nesprin-1-like"
"11630","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like"
"11631","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.016,"nesprin-1-like"
"11632","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.38,"nesprin-1-like"
"11633","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",2e-153,"nesprin-1-like"
"11634","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.074,"nesprin-1-like"
"11635","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",2e-18,"nesprin-1-like"
"11636","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like"
"11637","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",1e-04,"nesprin-1-like"
"11638","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",3e-07,"nesprin-1-like"
"11639","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",1e-10,"nesprin-1-like"
"11640","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.011,"nesprin-1-like"
"11641","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",3e-04,"nesprin-1-like"
"11642","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.19,"nesprin-1-like"
"11643","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.045,"nesprin-1-like"
"11644","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",5,"nesprin-1-like"
"11645","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",4.7,"nesprin-1-like"
"11646","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.086,"nesprin-1-like"
"11647","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.004,"nesprin-1-like"
"11648","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.2,"nesprin-1-like"
"11649","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.29,"nesprin-1-like"
"11650","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",0.63,"nesprin-1-like"
"11651","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",1e-90,"nesprin-1-like"
"11652","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475021.1","Q8NF91","SYNE1_HUMAN",4.5,"nesprin-1-like"
"11653","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.29,"nesprin-1-like"
"11654","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like"
"11655","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.003,"nesprin-1-like"
"11656","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",4.4,"nesprin-1-like"
"11657","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",4e-04,"nesprin-1-like"
"11658","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like"
"11659","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",2e-149,"nesprin-1-like"
"11660","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0,"nesprin-1-like"
"11661","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",3.1,"nesprin-1-like"
"11662","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.66,"nesprin-1-like"
"11663","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",8e-09,"nesprin-1-like"
"11664","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",2e-153,"nesprin-1-like"
"11665","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.046,"nesprin-1-like"
"11666","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",5,"nesprin-1-like"
"11667","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",4.7,"nesprin-1-like"
"11668","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.073,"nesprin-1-like"
"11669","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.011,"nesprin-1-like"
"11670","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",2e-18,"nesprin-1-like"
"11671","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.087,"nesprin-1-like"
"11672","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.19,"nesprin-1-like"
"11673","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",6e-09,"nesprin-1-like"
"11674","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",1e-04,"nesprin-1-like"
"11675","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.37,"nesprin-1-like"
"11676","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.2,"nesprin-1-like"
"11677","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",9e-11,"nesprin-1-like"
"11678","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",2e-164,"nesprin-1-like"
"11679","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like"
"11680","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.66,"nesprin-1-like"
"11681","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1e-152,"nesprin-1-like"
"11682","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0,"nesprin-1-like"
"11683","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",4.1,"nesprin-1-like"
"11684","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",8.1,"nesprin-1-like"
"11685","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.37,"nesprin-1-like"
"11686","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",3e-163,"nesprin-1-like"
"11687","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1e-93,"nesprin-1-like"
"11688","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",4.5,"nesprin-1-like"
"11689","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",3e-79,"nesprin-1-like"
"11690","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1e-10,"nesprin-1-like"
"11691","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like"
"11692","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",4e-91,"nesprin-1-like"
"11693","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1e-149,"nesprin-1-like"
"11694","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",4.8,"nesprin-1-like"
"11695","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",2e-18,"nesprin-1-like"
"11696","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",9e-05,"nesprin-1-like"
"11697","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",2e-09,"nesprin-1-like"
"11698","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.073,"nesprin-1-like"
"11699","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.17,"nesprin-1-like"
"11700","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.25,"nesprin-1-like"
"11701","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",2e-06,"nesprin-1-like"
"11702","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.016,"nesprin-1-like"
"11703","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.003,"nesprin-1-like"
"11704","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",3e-07,"nesprin-1-like"
"11705","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.042,"nesprin-1-like"
"11706","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",4e-04,"nesprin-1-like"
"11707","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.011,"nesprin-1-like"
"11708","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.082,"nesprin-1-like"
"11709","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",7e-05,"nesprin-1-like"
"11710","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",2e-07,"nesprin-1-like"
"11711","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",2e-18,"nesprin-1-like"
"11712","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",3e-04,"nesprin-1-like"
"11713","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",0.084,"nesprin-1-like"
"11714","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",9e-05,"nesprin-1-like"
"11715","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",7e-11,"nesprin-1-like"
"11716","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",4e-91,"nesprin-1-like"
"11717","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",0,"nesprin-1-like"
"11718","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like"
"11719","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530680,"XM_022475015.1","Q8NF91","SYNE1_HUMAN",4.9,"nesprin-1-like"
